config,condition,n_cells,accuracy,macro_f1,ari,nmi,ari_fine,nmi_fine
2ref-2000,with,1810,0.876243093922652,0.7181194029436423,0.7358021816302781,0.7285366500233126,0.31910831605488776,0.5318083341133619
2ref-2000,without,1810,0.8541436464088398,0.7086175059859583,0.6771917464696066,0.6951300086910758,0.3081791667534538,0.503071334243158
1ref-2000,with,1810,0.949171270718232,0.7899844816386655,0.8917995928452709,0.8701401610511437,0.5121033769202428,0.6946354336340838
1ref-2000,without,1810,0.9414364640883978,0.7835374703329544,0.877775543754873,0.8564094202636111,0.5013510385117504,0.6880561183669907
